nombre,tipo_plaza,ciudad,wifi,cine,estacionamiento,tiendas,niveles,Autoservicio,"Cafés, Helados y Dulces",Calzado,Departamental,Deportes,Dulces y Chocolates,Entretenimiento,Gimnasio,"Foto, Música, Libros y Regalos",Hogar,Joyería y Accesorios,Mascotas,Moda,Niños y bebés,Ópticas,Otros,Restaurantes y Food Court,Salud y Belleza,Servicios,Tecnología,Vinos y Licores,num_elementos,num_tiendas
plaza fuente san gaspar,Lifestyle Center,Jalisco Tonalá,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza forum cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,2 niveles,0,'Hagen Dazs',0,"'Farmacia Summer', 'Tabacco'",0,0,Cocobongo',0," 'Cancún Deli', 'Cancún Souvenirs', 'Gran Tenochtitlán', 'Perla Tapatía', 'Zafiro Azúl'","Hacienda Tequila', 'La Fiesta', 'Plaza la Fiesta'",0,0,"'Harley Davidson', 'Red', 'Reef', 'Wayan', 'Zingara'",0,0,0,"Carlos'n Charlie's"", ""Chili's Grill & Bar"", 'Chuchito Pérez', 'Cocobongo Bar', 'Distrito Gourmet', 'El Morro', 'Golfo Di Napoli', 'Hard Rock', 'Mr Hot Dog',","'Cancún Spa', 'Fish Spa'","'All in One', 'All in One Cancún', 'BBVA ', 'Sales and Rentals Cancún'",0,0,9,32
plaza fiesta san agustin,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza fiesta arboledas,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza fiesta anahuac,Lifestyle Center,Nuevo Leó... San Nicol?...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza exhibimex,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza el punto,Lifestyle Center,Estado de ... Toluca de ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
plaza el puente,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza el palomar,Lifestyle Center,Jalisco Palomar,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza el manantial,Lifestyle Center,Jalisco San Agust?...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza ecatepec,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
plaza dorada,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza del sol,Lifestyle Center,Jalisco Plaza del ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza del parque,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de las americas,Lifestyle Center,Hidalgo Pachuca,si,si,si,si,1 nivel,0,"'Boshat', 'Paletería La Fuente', 'Panadería GEO', 'Rincón Delizzé'",0,0,0,"Dulces Cravioto', 'Quicam Candy Boutique'",0,0,"'Abrakadabra', 'Angélica Regalos', 'Regalos Tete'",'Ferretería de Hormiga',0,"'Estética Veterinaria', 'Vet Care Hospital'"," 'El Roperito', 'Malagueña', 'Shaou Delux'",0,0,0,"'El Buen Gourmet', 'El León de Pachuca', 'El Pollo Minero', 'La Zarza Delicatessen', 'Madero Restaurant-Café'"," 'Club de Nutrición Herbalife', 'Origen Es', 'The Green Shop'"," 'Alarmas Hidalgo', 'Asesores Viales de Hidalgo', 'Broadway México Estudio', 'Casa Real Inmuebles', 'Centro de Planchado', 'Centro Holístico Cuatro Elemen...', 'Centro Homeopático de Pachuca', 'Centro Integral de las Artes', 'Clínica Cosmetológica Neferti...', 'Clínica de Especialidades Dent...', 'Constructora e Inmobiliaria Des...', 'Depósito Dental San Javier 200', 'Despacho Contable Pineda Oliver...', 'Diseño y Construcción DICOPI', 'Diseño y Espacio', 'Enlaces Turísticos', 'Escuela de Inglés', 'Espejo Tours', 'Esquerra Seguridad', 'Estética Caramelos', 'Fit & Pregnant', 'GAMA Gabinete de Estudios Maxil...', 'GC Construcción y Montaje Elé...', 'Grupo ADI Arquitectura, publici...', 'Grupo Montaño Lizárraga', 'Hair Studio', 'Inbursa FMK Consultores', 'Jontuee Estética Unisex', 'KOI Agente de seguros y Fianzas', 'Kumon', 'Lavandería Fí', 'Medicina Antienvejecimiento y L...', 'Money Kids', 'Noriega Asociados Despacho Jur ...', 'Nova Vida', 'Odontología Kids & Family', 'Papelería Génesis', 'San Javier Tours', 'Servicios Integrales de Ingenie...', 'Tintorería Jyffy', 'Tu Casa Prendaria', 'Unidad Médica Sanivia'","Celular Touch', 'Computer Fix', 'Nueva Cel'","'Servefrío Gigante', 'Super Pollo', 'Trico San Javier'",11,71
plaza de la tecnologia villahermosa,Lifestyle Center,Tabasco Villahermosa,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia torreon,Lifestyle Center,Coahuila de Zaragoza Torreón,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia toluca,Lifestyle Center,Estado de ... Toluca de ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia tijuana,Lifestyle Center,Tijuana,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia saltillo,Lifestyle Center,Coahuila de Zaragoza Saltillo,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia queretaro,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia puebla,Lifestyle Center,Puebla Heroica Pu...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia pericentro,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia morelia,Lifestyle Center,Michoacán Morelia,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia monterrey,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia merida,Lifestyle Center,Yucatán Mérida,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia los reyes la paz,Lifestyle Center,Estado de ... Los Reyes ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia leon,Lifestyle Center,Guanajuato León,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia guadalajara colon,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia guadalajara,Lifestyle Center,Jalisco Guadalajar...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia culiacan,Lifestyle Center,Sinaloa Culiacán,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia cuernavaca,Lifestyle Center,Morelos Cuernavaca,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia coacalco,Lifestyle Center,Estado de ... San Franci...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia chihuahua,Lifestyle Center,Chihuahua Chihuahua,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia cdmx eje central 50 y 54,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia cdmx eje central 38,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia cancun,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia aguascalientes,Lifestyle Center,Aguascalientes,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza de la tecnologia acapulco,Lifestyle Center,Guerrero Acapulco,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza dakota 95,Lifestyle Center,CDMX,si,si,si,si,2 niveles,Superama',"Cielito Querido Café', 'Krispy Kreme', 'Yogen Früz'",0,0,Electro bike',0,0,Energy Fitness',0,Urban deco',"'Muyal', 'Sanrio Smiles'",Woow Guau Pet's Boutique,0,0,",  'Óptica Americana'",0,"'Chazz', 'El Tizoncito', 'Green Grass', 'Haus Fondue Bistro', 'La Fe, comida china', 'Las Fabulosas Papas', 'Las Trancas', 'Mr. Sushi', 'Pane En Vía', 'Simplemente Deli', 'Vicenzo'","'Derma', 'GNC', 'Sally Beauty', 'Stoa Beauty Center'","'Zona Chic', 'Bellaláser', 'Best Day', 'Costurita', 'Feet Care Solutions', 'HIR Seguros', 'Interlingua', 'Mega Spa', 'Nails & Spa Coffe Beauty', 'Pristine'","'Cel Shop', 'Cencel', 'MacStore'",0,12,39
plaza cumbres,Lifestyle Center,Nuevo Leó... Monterrey,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza cuicuilco inbursa,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,"'Café Punta del Cielo', 'Dairy Queen', 'El Globo', 'Nutrisa', 'Starbucks'","'AltoNove', 'Michel Domit'",Sanborns'," 'Fitness Station', 'Run Freaks'",New Art Xocolatl'," 'Cinemex', 'Game Planet', 'Kidzania', 'Kinder Beginners', 'Mixup', 'Piccolo Mondo'",Smart Fit',0,"'Home & Cook', 'Ideas en Fotos', 'La Cuisine Tupperware', 'Tapetes Samadi'","Mobo', 'Todo modo'",Maslota',"'BARI Swimwear', 'Ferrioni', 'Julio', 'Newland', 'Piel Canela', 'Scappino', 'Ted Kenton', 'Vittorio Forti'","'Campanita & Kids', 'Smackers & Fun'",Ópticas Lux',0,"Asadero Beef', 'Beer Factory', 'Beleki', ""Benedetti's Pizza"", 'Cuccina Italiana', 'Daruma', 'Dynasty Chinese Food Express', 'El Antojito Francés', 'Food Fingers', 'Restaurante Piantao', 'Subway', 'Sushi Zen', 'Taco Inn', 'TGI Fridays', 'Truffy', 'Tutti Frutti Frozen Yogurt'","'Bottega Verde', 'Faces', 'GNC'","'Academia de Música Veerkamp', 'Accua Clínica De Belleza Integ...', 'BodyBrite', 'Centro de Atención a Clientes ...', 'Dental Clinic Big Smile', 'HSBC', 'Inbursa', 'Telmex', 'Veerkamp'","'Cencel', 'RadioShack', 'Steren'",0,17,67
plaza cuernavaca,Lifestyle Center,Morelos Cuernavaca,si,si,si,si,2 niveles,0,"'Caffeto', 'Coffee Pass', 'El Globo', 'Helnie', 'Krispy Kreme', 'La Michoacana', 'Nutrisa', 'Pastelería Vivaldi', 'Refrescante Babaloo', 'Tepoznieves'","Catalina Vargas', 'Crocs', 'Dorothy Gaynor', 'Eleganzzas Zapatería', 'Flexi', 'La Milagresa LM & CO.', 'La Milagresa LM & CO.', 'Pinocchio', 'Queen', ""The Athlete's Foot"", 'USA Shoes', 'Zapaterías Paka'","Sanborns', 'Sears'",Martí',"Dulces Mexicanos', 'Pikin'","""Gamer's Paradise"", 'Simula Racing'",0,"El Mundo de las Piedras', 'Party Lights'","Ingenia Muebles', 'Pier 1 Imports', 'Telas Avite'","'Dejavú', 'GIO las cuentas de tu vida', 'Joyería Romero', 'La Plata de tus sueños', 'Santangel', ""Yuradi's""",Maskota'," 'Aldo Conti Jr.', 'Big Fashion', 'Cuadra', 'Fashionalia', 'Ferrioni', 'Julio', 'Kih de México', 'LOB', 'LOB Man', 'María Carlotta', 'Perla Boutique', 'Savi Jeans', 'V a V', 'Verza', 'Whoops'","Maskota',, ""Carter's & OshKosh B'gosh"", 'Feelings', 'Mayoral'"," 'Ópticas Devlyn', 'Ópticas Orvi'",0,"100% Natural', 'Acerto', 'Baguessa', 'Bao Lock', 'Chicken and Salads', 'Faléfel', 'Kenai', 'La Princesa', 'Los Portales', 'Los Pretzels de Marcela', ""McDonald's"", 'Pizza Hut', 'Subway', 'Sushi Roll', 'Taco Plaza', 'Teposquites', 'Tutti Frutti Frozen Yogurt'","Botanicus', 'Casa Barba', 'Fatima', 'GNC', 'Natura', 'Power Golden', 'Vellísimo Center'"," 'Anel et Chuy', 'BBVA ', 'Bienestar para tus pies', 'Centro Engel', 'CIBanco', 'Esbelta', 'Estafeta', 'Greñitas', 'HSBC', 'Iusacell', 'Nails and Colors', 'Office Plaza', 'Orthodontic Centers of America', 'Ortopedia', 'Ortopedia', 'Prana', 'Qualidade Médica', 'Reciplant', 'Scotiabank', 'Servicio Técnico Telcel', 'Studio H&L', 'Telcel', 'Travel Net'","Cencel', 'RadioShack'",Edén',18,111
plaza crystal,Lifestyle Center,Puebla Heróica P...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza cordilleras,Lifestyle Center,Jalisco Zapopan,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza constituyentes,Lifestyle Center,Querétaro El Pueblit...,si,si,si,si,2 niveles,0,"Boba&Junk', 'Café Punta del Cielo', 'Crepes and Sweets', 'Finca Santa VeraCruz', 'Ill Gelato', 'La Michoacana', 'Santa Clara', 'Villemot'","Bataneras', 'Brandini  C&O', 'Gémica', 'Shimbal', 'Yayas'",0,23:45 Air Time',SugarBox',"Cinemex', 'Icedome', 'Reload', 'Winland'",0," 'British Club', 'Rolly Polly', 'The Gift Corner'"," 'DecorCenter', 'Quality Muebles'","Argento Joyería', 'Fetiche'",0,"'Guisi', 'Kiwi', 'Lithium', 'Piel West', 'Promoda Outlet', 'Suite Boutique', 'Viceversa'",0,"Anzures', 'Ópticas Gress'",0," 'Asador de Sancho', 'Blatt Salat Haus', 'El Tortazo', 'Lay Yan', 'Misato', 'Piacere Italiano', 'Stoneage', 'Tutti Frutti Frozen Yogurt', ""Wing's Army""",0,"Banamex', 'Banorte', 'BanRegio', 'Bellaláser', 'Clean & Clean', 'Delta Garduño Centro Cambiario', 'HDI Seguros', 'Inbursa', 'Iusacell', 'IXE', 'Montepío Luz Saviñón', 'Pedi Spa', 'Pretty Nails Spa', 'Price Travel', 'Sabag Masajes', 'Santander', 'Scotiabank', 'Telcel'","Movistar', 'Nextel', 'RadioShack', 'White Circle'",0,13,66
plaza conchitas,Lifestyle Center,Jalisco San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza comercial loma bella,Lifestyle Center,Puebla Heróica P...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza comercial la valentina,Lifestyle Center,Hidalgo Pachuca,si,si,si,si,4 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza comercial chapultepec,Lifestyle Center,Puebla Amozoc de ...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza coacalco,Lifestyle Center,Estado de ... San Franci...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
plaza ciudadela,Lifestyle Center,Jalisco Zapopan,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza ciudad jardin,Lifestyle Center,Estado de ... Nezahualc?...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
plaza chimalhuacan,Lifestyle Center,Estado de ... Chimalhuac...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza centro sur,Lifestyle Center,Jalisco San Pedro ...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza centro sur,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza central iztapalapa,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza centella cuautitlan,Lifestyle Center,Estado de ... Cuautitlá...,si,si,si,si,1 nivel,0,"Always Coffee', 'La Michoacana'",4 Pares',0,"ADIKK', 'Martí Outlet', 'Top Outlet'",Gusanito Jimmy',Cinépolis',0,0,"""D'Europe"", 'Di Piu Mobili', 'Parisina', 'TV Productos",SUHUI',Medical Vet',"Comfort Jeans', 'Firho', 'Ibiza', ""Opp's Jeans"", 'Quarry Jeans', 'Urban Land'",Kin kids',"Especialistas Opticos', 'Optimart'",Servi-Orto',"Burros & Beer', 'Hong Fa', 'La Casa de Héctor', 'Los Quebraditos', ""McDonald's"", 'Subway', 'Tiang Feng Comida China', 'Tortas Locas Hipocampo'","Amour Cosmetics', 'Mundo Perfume'","Banamex', 'Chevrolet', 'Clínica de Belleza', 'Clínica Dental GS', 'Ducky', 'Eco Clean', 'Iusacell', 'Montepío Luz Saviñón', 'Podología Actualizada'","A-Móvil', 'HP Store', 'Movistar', 'Steren'",0,16,47
plaza cascada,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,Imbranto',0,0,0,0,0,Active Fitness',0,Deco Expert',0,0,0,El mundo de la creatividad',0,0,"Goroshi express', 'Toks'",0,"Baby Ballet', 'Dental Look', 'Depelle', 'Iusacell', 'Laboratorios Clínico Coapa', 'Maed', 'Maxi Chiquitines', 'Tintorerías MAX'",0,0,6,14
plaza carso,Lifestyle Center,CDMX,si,si,si,si,2 niveles,0,"'Coffee Tree', 'La Crêpe Parisienne', 'Nutrisa', 'Santa Clara', 'Starbucks', 'Teavana', 'Yogen Fruz","Camper', 'Nine west'",Sanborns',Martí',Candy Lab',Cinépolis',Sport City',"Menta', 'Pier 1 imports'",0,"Masters', 'Mayfer', 'Tanya Moss'",0,"'Adolfo Dominguez', 'BCBGMAXAZRIA', 'Blu Lagoon', 'C&A', 'Ivonne', 'Johnston & Murphy', 'Julio', 'Lancel', 'Penguin', 'Pineda Covalin', ""Robert's"", 'Saks Fifth Avenue', 'Scappino', 'Soho'",0,0,0," 'Al Mar', 'Asadero Beef', 'Biscotto', 'Boguet', 'Bros', 'Burger King', 'Carolo', 'City Café', 'Day Light Salads', 'Delíbano', 'Dynasty Chinese Food Express', 'El Antojito Francés', 'El Internacional', 'La Buena Tierra', 'La Cocina de María', 'La Culata', 'La Imperial', 'Las Flautas', 'Las Juanas Tortería', 'Loma Linda', 'Nicksan', ""O'vinho"", ""P.F. Chang's"", 'Subway', 'Sushi Itto', 'Taco Inn', 'Vapiano'","Crabtree & Evelyn', 'Inglot Cosmetics'"," 'Best Day', 'Beyond Luxury', 'Chevrolet', 'Edumac', 'Inbursa', 'Lomas Studio', 'Nahia Institute', 'Showroom', 'Telmex'", 'iShop Mixup',La  Europea',15,73
plaza caracol,Lifestyle Center,Quintana R... Cancún,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza candiles,Lifestyle Center,Querétaro Candiles,si,si,si,si,1 nivel,Chedraui ',"Helados la Reina', 'Nikté Café'",Zapaterías Pakar',Coppel Canda'," '33 Sport', 'Aquazone', 'Martí Outlet', 'Pirma'",0,Cinemex',Snap Fitness 24/7',"Accesorios Artículos Orientale...', 'Artesanías Ecuatorianas', 'Chissa'","Ansó Muebles', 'Costo Salas', 'Elektra', 'Ingenia Muebles', 'Sayer Lack', 'Sofá City'",0,Maskota',"Black and White', 'Cebra Boutique', ""Lady's Boutique"", 'Promoda Outlet', 'Suce-Fashion'",0,Óptica Americana',0,"China Express', 'Little Caesars', 'Pizzeta', 'Sushi Koi', 'Wraps & Yards'","Amour cosmetics', 'GNC'","AutoZone', 'BBVA ', 'Caja Gonzalo Vega', 'Casa Felix', 'Cash Apoyo Efectivo', 'Cash Flow', 'Empeño Fácil', 'Iusacell', 'Kikos Estética Infantil', 'Montepío Luz Saviñón', 'Royal Prestige', 'Soluciones Dentales Inteligente...', 'Telcel', 'Tintorerías Pressto', 'Torre Blanca'",0,0,15,49
plaza canada,Lifestyle Center,Estado de ... Colonia Sa...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bugambilias,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,Bodega Aurrera',La Fete',0,0,Inbike',0,0,"'Gamez Co.', 'Smart Fit', 'Yaan'",0,0,0,Acuapets',"Artipiel', 'El Closet', 'PermaChef'",0,0,A Tesamal',"La Casa de la Patrona', 'Little Caesars'","Lebasi', 'Stef Yepes', 'Yanbal'"," 'Atlas Music', 'Body Culture', 'DEC Consultores', 'Empeño Fácil', 'Envíos San Martín', 'Estudio 4 TV', 'Gas 1', 'Infonavit', 'Kelly', 'Médica Dental', 'Ozono Spa', 'Podo Cline', 'Studio Stefany Rustrian', 'Telcel', 'Tintorerías San Miguel', 'Univatour', 'Zona Herrajes y Cerraduras'",Nextel',0,11,34
plaza boulevares,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,2 niveles,0,"'Boba&Junk', 'DeliKrep', 'Nutrisa', 'Starbucks', 'The Italian Coffee'","Nike', 'Zero grados'",0,Adidas',Chilpayatl'," 'Cinemex', 'Gamers', 'Yak'",Sport City'," 'El Faro de Alejandría', 'Photofolio'"," 'Coticentro', 'Telas Bayón'","Fetiche', 'Mocka Galería de Plata'",Maskota'," 'Kosiuko', 'Nseel Boutique', 'Pepe Jeans', 'Piel West', 'Vía Toreno', 'Vilar'"," 'Kosiuko', 'Nseel Boutique', 'Pepe Jeans', 'Piel West', 'Vía Toreno', 'Vilar'",Visage Ópticas',0,"Buffalucas', 'Burger King', ""Chili's"", 'El Tortazo', 'KFC', 'La Traviata', 'Paraiso', 'Pizza Hut', 'Subway', 'Sunshine', 'Sushi Roll'","""D' guial"", 'Fraiche', 'GNC', 'GOC Make Up'","Abigail', 'Aeroméxico', 'Avant Láser', 'Banorte', 'Berlitz', 'Financiera Libertad', 'Finkaax', 'Giselle Beauty Nails', 'HSBC', 'Iusacell', 'Lucy Garden', 'Maxigas', 'Maxiplus', 'Multipass', 'Naturalexa', 'Orthodontic Centers of América', 'Oticon', 'United'","Apple Support', 'Celular Express', 'Digital Shop', 'Grupo Giza', 'Nextel'",0,17,67
plaza boulevard norte,Lifestyle Center,Puebla Heróica P...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza boulevard,Lifestyle Center,Hidalgo Tula de Al...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bosques,Lifestyle Center,CDMX,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza boreal,Lifestyle Center,Aguascalientes,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bella mexiquense,Lifestyle Center,Estado de ... Tecámac,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bella huinala,Lifestyle Center,Nuevo Leó... Ciudad Apo...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bella anahuac,Lifestyle Center,Nuevo Leó... General Es...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bella,Lifestyle Center,Hidalgo Pachuca,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza balcones del sur,Lifestyle Center,Puebla Heróica P...,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza bach,Lifestyle Center,Jalisco Zapopan,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza azcapotzalco,Lifestyle Center,CDMX,si,si,si,si,1 nivel,'Bodega Comercial Mexicana',"Helados Holanda', 'La Crepa', 'Nutrisa'",0,Sanborns',"ADIKK', 'Ama2 Sports', 'Play The Game Again'",Dulces mg',Cinépolis',Bonga GYM',"""Reader's Digest""","Bella Form', 'Ingenia Muebles'","Luna de Plata', 'Skin Case'",0," 'Arte Gloria', 'Unike', 'Xprésate', 'Zen'",0,"Óptica Americana', 'Ópticas Devlyn'",0,"Benedetti's Pizza, 'Burger King', 'Delicious Food', 'Green Salad', 'Subway', 'Wan Lis'","Jordana', 'Perfumes Europeos'","'Chevrolet', 'Dinero Fácil', 'HSBC', 'Imágenes Cautivas', 'INE Módulo de atención', 'izzi', 'Podología', 'Price Travel', 'Sabino Sánchez', 'Scotiabank', 'Telcel",,0,15,41
plaza atlixco,Lifestyle Center,Puebla Atlixco,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
